Hypothesized Word (H),Reference Word (R),H - POS TAG,R - POS TAG,H - Saliency Score,R - Saliency Score,Sentiment Orientation,H - Num. Phonemes,R - Num. Phonemes,H - Word Type,R - Word Type,R - Importance Score
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,1.1854716837475632
to,too,TO,RB,0,0,0,1,0,,CONTENT,3.135547424156796
send,thin,VB,JJ,0.25,0,1,1,0,CONTENT,CONTENT,2.9009612774303406
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.8848051735570994
thin,thin,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.9009612774303406
breathing,breathing,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,2.7847481196594184
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.0881120632678525
difficult,difficult,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.0194945836433082
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.490660011592552
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.8943132927603115
see,see,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.8887820650196367
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.8342315867132597
rings,rings,VBZ,VBZ,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.960527606707816
on,on,IN,IN,0,0,0,1,0,,FUNCTION,3.062349135034502
saturn,saturn,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.493897325654115
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.1080515461533207
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.230261975438702
oxygen,oxygen,NN,NN,0.16666666666666666,0.16666666666666666,0,3,0,CONTENT,CONTENT,2.3265667710279145
tanks,tanks,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.7624659422717635
some,some,DT,DT,0,0,0,1,0,,FUNCTION,2.5961531506861797
form,form,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.8576291316959703
of,of,IN,IN,0,0,0,1,0,,FUNCTION,2.2929442656838046
map,map,VB,VB,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,0.4949795720014614
or,or,CC,CC,0,0,0,1,0,,FUNCTION,2.827760550165634
gps,gps,NN,NN,0.33333333333333331,0.33333333333333331,0,3,0,CONTENT,CONTENT,3.1852381430853383
or,or,CC,CC,0,0,0,1,0,,FUNCTION,1.441619942760995
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.268745845139603
in,in,IN,IN,0,0,0,1,0,,FUNCTION,2.755608953830743
general,general,JJ,JJ,0.14285714285714285,0.14285714285714285,0,3,0,CONTENT,CONTENT,2.391963697752262
i'm,a,NN,DT,0.33333333333333331,0,0,1,0,CONTENT,FUNCTION,1.5812868642090538
moving,moon,VBG,NN,0,0.25,0,2,0,CONTENT,CONTENT,3.0413896815093358
over,rover,IN,NN,0,0.20000000000000001,0,2,0,,CONTENT,2.673916014950184
moon,moon,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.967886377433317
rover,rover,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.673916014950184
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.61472146785075
way,way,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,1.4259916691782002
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.6380587483270292
contact,contact,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.1954667041281715
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.589061788416721
the,the,DT,DT,0,0,0,1,0,,FUNCTION,0.0030688913625708564
mothership,mothership,NN,NN,0,0,0,10,0,CONTENT,CONTENT,3.27370452167029
yes,yes,RB,RB,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.3219280948873613
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.522018129778021
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.788854589121578
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.9427754532848036
have,have,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,3.1892956924327494
time,ten,NN,NN,0.25,0,0,1,0,CONTENT,CONTENT,2.5637915982387014
10,10,CD,CD,0.5,0.5,0,2,0,,FUNCTION,3.3219280948873613
compass,compass,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.3219280948873613
for,for,IN,IN,0,0,0,1,0,,FUNCTION,3.1852353213987556
walking,walking,VBG,VBG,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,2.8844339182739125
something,something,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,2.9784470590626566
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.989800879565039
sleep,sleep,VB,VB,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.1415747319962612
in,in,IN,IN,0,0,0,1,0,,FUNCTION,3.0453358620245368
like,like,IN,IN,0.25,0.25,0,1,0,,FUNCTION,2.4254366820395545
a,a,DT,DT,0,0,0,1,0,,FUNCTION,3.0973590965798254
sleeping,sleeping,VBG,VBG,0.125,0.125,0,2,0,CONTENT,CONTENT,3.116111514495349
bag,bag,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.92029731090103
or,or,CC,CC,0,0,0,1,0,,FUNCTION,2.825157081604101
attend,a,VB,DT,0.16666666666666666,0,0,2,0,CONTENT,FUNCTION,2.5173903220149874
,tent,,NN,-1,0.25,0,2,0,,CONTENT,3.1088540114963052
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.0873184117773182
tent,tent,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.671006576590766
yes,yes,RB,RB,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.7711773990970436
one,one,CD,CD,0,0,0,1,0,,FUNCTION,3.233704504645404
more,more,JJR,JJR,0,0,0,1,0,CONTENT,CONTENT,2.651627496846545
the,a,DT,DT,0,0,0,1,0,,FUNCTION,2.61472146785075
way,way,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.086401978887407
to,to,TO,TO,0,0,0,1,0,,FUNCTION,3.097750816263244
contacts,contact,NNS,NN,0.125,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.1587438655332956
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.61472146785075
way,way,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.086401978887407
to,to,TO,TO,0,0,0,1,0,,FUNCTION,3.097750816263244
contact,contact,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.054600829403098
people,people,NNS,NNS,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.589061788416721
like,like,IN,IN,0.25,0.25,0,1,0,,FUNCTION,1.922671634592652
a,a,DT,DT,0,0,0,1,0,,FUNCTION,1.9719247019612702
cell,cell,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.6658958664324985
phone,phone,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.0076470413118352
or,or,CC,CC,0,0,0,1,0,,FUNCTION,3.169986364724871
fire,fire,NN,NN,0,0,0,2,0,CONTENT,CONTENT,3.1852381430853383
flair,flare,NN,NN,0,0.20000000000000001,0,1,0,CONTENT,CONTENT,0.09754500970107537
hi,hi,NN,NN,0.5,0.5,0,1,0,CONTENT,CONTENT,2.7540247371353996
my,my,PRP$,PRP$,0,0,0,1,0,,FUNCTION,2.522316978642608
name,name,NN,NN,0,0,0,1,0,CONTENT,CONTENT,3.024265253836626
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,2.91519748755287
priya,bria,NN,NN,0,0,0,5,0,CONTENT,CONTENT,1.3950127928916265
my,my,PRP$,PRP$,0,0,0,1,0,,FUNCTION,2.3329375067746945
major,major,JJ,JJ,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.024265253836626
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,2.578067133754836
chemical,chemical,NN,NN,0.125,0.125,0,3,0,CONTENT,CONTENT,3.1611576074497
engineering,engineering,NN,NN,0.090909090909090912,0.090909090909090912,0,4,0,CONTENT,CONTENT,3.2736233986517203
bria,bria,NN,NN,0,0,0,4,0,CONTENT,CONTENT,3.3219280948873613
my,my,PRP$,PRP$,0,0,0,1,0,,FUNCTION,2.655934674261051
watch,watch,VB,VB,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.513844028819205
fell,fell,VBD,VBD,0.25,0.25,0,1,0,CONTENT,CONTENT,3.146645680439872
in,in,IN,IN,0,0,0,1,0,,FUNCTION,2.937496473061829
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.297000604039352
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.248281603384566
prevailing,prevailing,VBG,VBG,0.10000000000000001,0.10000000000000001,0,3,0,CONTENT,CONTENT,1.0635063450697784
wind,wind,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2317948915523553
from,from,IN,IN,0,0,0,1,0,,FUNCTION,2.9519631344389468
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.3262364769103163
east,east,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2522175441797
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,0.7342812903270978
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.939214638536121
rich,rich,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,3.111929949859297
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.468006677213817
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,1.1854716837475632
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.135547424156796
thin,thin,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.9009612774303406
breathing,breathing,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,2.7847481196594184
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.0881120632678525
difficult,difficult,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.0194945836433082
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.490660011592552
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.8943132927603115
see,see,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.8887820650196367
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.8342315867132597
rings,rings,VBZ,VBZ,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.960527606707816
on,on,IN,IN,0,0,0,1,0,,FUNCTION,3.062349135034502
saturn,saturn,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.493897325654115
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.322314513071383
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.134459362962105
first,first,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,3.025734670318666
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.3641517800066576
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,3.16009717361659
space,space,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.7629497169196822
six,space,CD,NN,0,0.20000000000000001,0,1,0,,CONTENT,3.0071516547781947
suits,suits,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.974435092029187
space,space,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.3219280948873613
for,or,IN,CC,0,0,0,1,0,,FUNCTION,1.441619942760995
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.268745845139603
in,in,IN,IN,0,0,0,1,0,,FUNCTION,2.755608953830743
general,general,JJ,JJ,0.14285714285714285,0.14285714285714285,0,3,0,CONTENT,CONTENT,2.391963697752262
flashlights,flashlights,NN,NN,0,0,0,2,0,CONTENT,CONTENT,3.3219280948873613
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.3219280948873613
bags,bags,NNS,NNS,0.25,0.25,0,1,0,CONTENT,CONTENT,1.7937397249503766
to,to,TO,TO,0,0,0,1,0,,FUNCTION,1.7753527096871942
carry,carry,VB,VB,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.6995193531000856
everything,everything,NN,NN,0.10000000000000001,0.10000000000000001,0,3,0,CONTENT,CONTENT,3.096647364921365
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.8400869730416507
one,one,CD,CD,0,0,0,1,0,,FUNCTION,1.4490511548838287
more,more,JJR,JJR,0,0,0,1,0,CONTENT,CONTENT,2.7935821589180425
thing,thing,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.1947780605350076
sunscreen,sunscreen,NN,NN,0,0,0,9,0,CONTENT,CONTENT,3.3219280948873613
sun,sun,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.1820058147602124
hats,hats,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.918306403666324
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.3219280948873613
a,a,DT,DT,0,0,0,1,0,,FUNCTION,1.179271454531475
pistol,pistol,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.0470065167729548
to,to,TO,TO,0,0,0,1,0,,FUNCTION,3.032368842132111
shoot,shoot,VB,VB,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.08542367412868
lizards,lizards,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.1043944640146908
matches,matches,NNS,NNS,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.3219280948873613
for,for,IN,IN,0,0,0,1,0,,FUNCTION,1.3006553431075671
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.8378469046037593
fire,fire,NN,NN,0,0,0,2,0,CONTENT,CONTENT,2.621131989735483
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.054175653794533
cook,cook,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.978878709464869
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.0583811319717897
