Hypothesized Word (H),Reference Word (R),H - POS TAG,R - POS TAG,H - Saliency Score,R - Saliency Score,Sentiment Orientation,H - Num. Phonemes,R - Num. Phonemes,H - Word Type,R - Word Type,R - Importance Score
stick,stick,VB,VB,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.97350960435926
or,or,CC,CC,0,0,0,1,0,,FUNCTION,2.761333477716241
sword,sword,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.1852381430853383
at,at,IN,IN,0,0,0,1,0,,FUNCTION,0.6736188866923646
that,that,IN,IN,0,0,0,1,0,,FUNCTION,2.929855087635013
point,point,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.52240308665928
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.748072168351332
could,could,MD,MD,0,0,0,1,0,,FUNCTION,2.1820078144995
use,use,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.021940746333913
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.532629059795617
knife,knife,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.2356976209920343
in,though,IN,IN,0,0,0,1,0,,FUNCTION,3.1451632278694297
his,because,PRP$,IN,0.33333333333333331,0.14285714285714285,0,1,0,,FUNCTION,2.1550012038235877
and,then,CC,RB,0,0,0,1,0,,CONTENT,2.5631292392477345
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.8226234818640537
can,could,MD,MD,0,0,0,1,0,,FUNCTION,2.013888176933277
also,also,RB,RB,0,0,0,2,0,CONTENT,CONTENT,2.7675872615583854
cut,cut,VB,VB,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.0681276121062178
their,the,PRP$,DT,0,0,0,1,0,,FUNCTION,2.4152372929332038
cacti,cacti,NN,NN,0,0,0,2,0,CONTENT,CONTENT,1.881398885763059
to,to,TO,TO,0,0,0,1,0,,FUNCTION,1.0309889409239714
get,get,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.8381187947189854
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.1376757008106066
out,out,RP,RP,0,0,0,1,0,,FUNCTION,3.066976161873117
of,of,IN,IN,0,0,0,1,0,,FUNCTION,2.8204946330962017
them,them,PRP,PRP,0,0,0,1,0,,FUNCTION,2.5282634709477807
do,do,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.447461626416377
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,2.9637879623463412
want,want,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.8135550103879994
to,to,TO,TO,0,0,0,1,0,,FUNCTION,1.758477460156548
change,change,NN,NN,0.16666666666666666,0.16666666666666666,0,1,0,CONTENT,CONTENT,1.942523124179621
fan,fan,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.2296638307160834
for,for,IN,IN,0,0,0,1,0,,FUNCTION,2.7745365986330546
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.716093938123618
floppy,floppy,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.956870186841327
hat,hat,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.968884070537636
