Hypothesized Word (H),Reference Word (R),H - POS TAG,R - POS TAG,H - Saliency Score,R - Saliency Score,Sentiment Orientation,H - Num. Phonemes,R - Num. Phonemes,H - Word Type,R - Word Type,R - Importance Score
from,from,IN,IN,0,0,0,1,0,,FUNCTION,2.9519631344389468
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.3262364769103163
east,east,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2522175441797
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,0.7342812903270978
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.939214638536121
rich,rich,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,3.111929949859297
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.468006677213817
never,never,RB,RB,0,0,0,2,0,CONTENT,CONTENT,1.1854716837475632
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.135547424156796
thin,thin,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,2.9009612774303406
come,come,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,3.136771476271101
again,again,RB,RB,0,0,0,2,0,CONTENT,CONTENT,2.7253927313026094
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,2.9994159530200273
that,that,IN,IN,0,0,0,1,0,,FUNCTION,2.6155883200613212
seems,seems,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.2665400712067756
incorrect,incorrect,NN,NN,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,1.666929938743229
breathing,breathing,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,2.7847481196594184
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.0881120632678525
difficult,difficult,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.0194945836433082
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.490660011592552
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.8943132927603115
see,see,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.8887820650196367
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.8342315867132597
rings,rings,VBZ,VBZ,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.960527606707816
on,on,IN,IN,0,0,0,1,0,,FUNCTION,3.062349135034502
saturn,saturn,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.493897325654115
//,//,NN,NN,0.5,0.5,0,2,0,CONTENT,CONTENT,1.4537881157473753
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.96817059828535
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,2.2662234240865966
agree,agree,VBP,VBP,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.3445357298420726
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.9189157772914496
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.0232570890125925
very,very,RB,RB,0.25,0.25,0,2,0,CONTENT,CONTENT,3.2389474693187434
important,important,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.093400001175775
how,how,WRB,WRB,0,0,0,1,0,CONTENT,CONTENT,2.3109932642171014
are,are,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,0.3319803126607261
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,3.062366035598314
going,going,VBG,VBG,0,0,0,2,0,CONTENT,CONTENT,3.156892318888433
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.3147478124025036
get,get,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.1878496288358664
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,3.09271775400102
okay,okay,NN,NN,0.25,0.25,0,2,0,CONTENT,CONTENT,2.0730908524945084
but,but,CC,CC,0,0,0,1,0,,FUNCTION,3.124380862558483
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.4195321948303645
don't,don't,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.6870367413218748
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.2677367201597212
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.552175058975481
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.92036856291643
carry,carry,VB,VB,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.532426093324788
enough,enough,RB,RB,0,0,0,2,0,CONTENT,CONTENT,2.8008152121715413
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.8339788371310157
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.4800127312712683
might,might,MD,MD,0,0,0,1,0,,FUNCTION,2.6381193790943613
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.696470450693709
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.681939645251296
purify,purify,NN,NN,0.16666666666666666,0.16666666666666666,0,3,0,CONTENT,CONTENT,3.0030043604344083
seawater,seawater,NN,NN,0,0,0,3,0,CONTENT,CONTENT,1.5009449081094215
okay,okay,NN,NN,0.25,0.25,0,2,0,CONTENT,CONTENT,2.0662415477190033
so,so,RB,RB,0,0,0,1,0,CONTENT,CONTENT,1.5279370497468612
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.090781836744811
should,should,MD,MD,0,0,0,1,0,,FUNCTION,1.2763881915633788
consider,consider,VB,VB,0.125,0.125,0,3,0,CONTENT,CONTENT,3.195877535235497
one,one,CD,CD,0,0,0,1,0,,FUNCTION,2.588592493500116
of,of,IN,IN,0,0,0,1,0,,FUNCTION,2.5071823917624294
those,those,DT,DT,0,0,0,1,0,,FUNCTION,2.2833315344652507
something,something,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,1.3937716688448976
really,really,RB,RB,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,1.8371925373530882
important,important,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.0584770788616282
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.9976930495001703
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.6325717061453835
to,to,TO,TO,0,0,0,1,0,,FUNCTION,1.012293830221793
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.9486921234150714
about,about,IN,IN,0,0,0,2,0,,FUNCTION,2.817930497923121
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,2.073429129097846
how,how,WRB,WRB,0,0,0,1,0,CONTENT,CONTENT,0.7713060969145155
long,long,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,2.653428456850421
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,3.085908080475777
will,will,MD,MD,0,0,0,1,0,,FUNCTION,2.797842980784424
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.070843746695491
rolling,rowing,VBG,NN,0.14285714285714285,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.9162571969573094
rowing,rowing,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.3219280948873613
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.9163150211924966
by,by,IN,IN,0,0,0,1,0,,FUNCTION,3.3054686417944814
that,that,IN,IN,0,0,0,1,0,,FUNCTION,2.842323630302814
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.5376282759323026
meant,meant,VBD,VBD,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.868351379975111
how,how,WRB,WRB,0,0,0,1,0,CONTENT,CONTENT,1.7182630524174198
long,long,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,2.7233591526654535
will,will,MD,MD,0,0,0,1,0,,FUNCTION,2.4073598129249176
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.1633795585166338
at,at,IN,IN,0,0,0,1,0,,FUNCTION,2.728920477745541
sea,sea,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.7236181429393085
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,0.8695960049861646
good,good,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,1.1798898745096433
thought,thought,VBD,VBD,0.14285714285714285,0.14285714285714285,0,1,0,CONTENT,CONTENT,2.1596805842640183
there's,there's,NN,NN,0.14285714285714285,0.14285714285714285,0,1,0,CONTENT,CONTENT,2.6103222000195427
no,no,DT,DT,0,0,0,1,0,,FUNCTION,2.4856283422318275
there's,there's,NN,NN,0.14285714285714285,0.14285714285714285,0,1,0,CONTENT,CONTENT,2.7284767085385826
no,no,DT,DT,0,0,0,1,0,,FUNCTION,1.9437224751890847
way,way,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.238888795976394
to,to,TO,TO,0,0,0,1,0,,FUNCTION,1.5102929768157256
avoid,avoid,VB,VB,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,1.2604114624060807
the,the,DT,DT,0,0,0,1,0,,FUNCTION,0.8450869846129884
senate,sun,NN,NN,0.16666666666666666,0.33333333333333331,0,2,0,CONTENT,CONTENT,3.2722364424152564
,at,,IN,-1,0,0,2,0,,FUNCTION,2.8792668225893165
see,sea,VB,NN,0,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.76245307393764
sun,sun,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.2653742048176504
at,at,IN,IN,0,0,0,1,0,,FUNCTION,2.8792668225893165
sea,sea,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.76245307393764
if,if,IN,IN,0,0,0,1,0,,FUNCTION,1.698061958577609
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.9222919202771815
rode,rode,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2430441241572385
about,about,IN,IN,0,0,0,2,0,,FUNCTION,2.7092888063497016
4,4,CD,CD,1.0,1.0,0,1,0,,FUNCTION,3.02554412120161
mph,mph,NN,NN,0,0,0,4,0,CONTENT,CONTENT,0.0013228554737159054
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,0.4282635441567213
should,should,MD,MD,0,0,0,1,0,,FUNCTION,2.4792892968163054
reach,reach,VB,VB,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.997868482051014
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.702017237724229
island,island,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.1370691619042614
in,in,IN,IN,0,0,0,1,0,,FUNCTION,3.026244305078689
about,about,IN,IN,0,0,0,2,0,,FUNCTION,2.578854639005984
10,10,CD,CD,0.5,0.5,0,2,0,,FUNCTION,3.17791774161088
days,days,NNS,NNS,0.25,0.25,0,1,0,CONTENT,CONTENT,1.5859026511969643
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.801564890509489
this,this,DT,DT,0.25,0.25,0,1,0,,FUNCTION,3.162328682853421
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,2.9142919757448063
assuming,assuming,VBG,VBG,0.125,0.125,0,3,0,CONTENT,CONTENT,3.0995000675045032
us,us,PRP,PRP,0,0,0,1,0,,FUNCTION,2.4767671239204447
and,and,CC,CC,0,0,0,1,0,,FUNCTION,3.203970796470358
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.9795120491491933
crew,crew,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.7664458375731575
take,take,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.9684662291586457
shifts,shifts,NN,NN,0.16666666666666666,0.16666666666666666,0,1,0,CONTENT,CONTENT,2.9683269371381873
with,with,IN,IN,0,0,0,1,0,,FUNCTION,2.5169334308076485
that,that,IN,IN,0,0,0,1,0,,FUNCTION,1.7887948779743899
in,in,IN,IN,0,0,0,1,0,,FUNCTION,2.5227371975281483
mind,mind,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,3.289209536553824
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.6833848721438835
should,should,MD,MD,0,0,0,1,0,,FUNCTION,2.1203274058849826
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.4704898118865186
able,able,JJ,JJ,0.25,0.25,0,2,0,CONTENT,CONTENT,2.9418886165680247
to,to,TO,TO,0,0,0,1,0,,FUNCTION,0.5571210989079397
carry,carry,VB,VB,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.1759974460942764
most,most,JJS,JJS,0,0,0,1,0,CONTENT,CONTENT,3.062606755066416
of,of,IN,IN,0,0,0,1,0,,FUNCTION,2.539813191101569
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.5948469098196707
non-,non-,NN,NN,0.25,0.25,0,5,0,CONTENT,CONTENT,2.7699954738419947
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.1709585933443494
supplies,supplies,NNS,NNS,0.125,0.125,0,2,0,CONTENT,CONTENT,2.7014549413637496
so,so,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.001056388181026
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.7229851135287637
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.1379547957530702
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.8413950242365695
don't,don't,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.221942307810488
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,1.425847185027827
to,to,TO,TO,0,0,0,1,0,,FUNCTION,1.6570628328809338
worry,worry,VBP,VBP,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.9341505009442272
about,about,IN,IN,0,0,0,2,0,,FUNCTION,1.5845844022321613
fishing,fishing,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.0039587671892423
or,or,CC,CC,0,0,0,1,0,,FUNCTION,2.917802516325742
even,even,RB,RB,0,0,0,2,0,CONTENT,CONTENT,3.268130453926641
really,really,RB,RB,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.225848523716097
nutrition,nutrition,NN,NN,0,0,0,3,0,CONTENT,CONTENT,2.973412555293645
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.6924834149580468
just,just,RB,RB,0.25,0.25,0,1,0,CONTENT,CONTENT,1.5133310738333192
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,0.381347873290812
enough,enough,RB,RB,0,0,0,2,0,CONTENT,CONTENT,2.349989793870516
calories,calories,NN,NN,0.125,0.125,0,3,0,CONTENT,CONTENT,3.183330213618243
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.4237369240783906
get,get,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.155024570657875
through,through,IN,IN,0,0,0,1,0,,FUNCTION,3.09271775400102
can,can,MD,MD,0,0,0,1,0,,FUNCTION,3.0967549731212536
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,3.0075966587062783
read,read,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,2.8997770347536886
lips,lips,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.067733719629762
well,well,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.121283533924768
it's,it's,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.836520255332323
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.598078203634434
desert,desert,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,1.0677855940518548
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.856213090548189
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.878300845838795
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,1.7629497169196822
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.6943979940962213
shade,shade,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.202119404677499
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.1303974502283745
that,that,IN,IN,0,0,0,1,0,,FUNCTION,2.8336897625402333
would,would,MD,MD,0,0,0,1,0,,FUNCTION,2.5672402930452587
work,work,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,1.397753202136753
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.7524001568869424
was,was,VBD,VBD,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,1.6051424964944112
thinking,thinking,VBG,VBG,0.125,0.125,0,2,0,CONTENT,CONTENT,3.1720097597515826
more,more,JJR,JJR,0,0,0,1,0,CONTENT,CONTENT,1.9766024642548414
of,of,IN,IN,0,0,0,1,0,,FUNCTION,2.82075788212609
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.146677066019186
tent,tent,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.87977953247423
because,because,IN,IN,0.14285714285714285,0.14285714285714285,0,2,0,,FUNCTION,2.269449033392003
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.5861900488812055
probably,probably,RB,RB,0.125,0.125,0,3,0,CONTENT,CONTENT,2.2813594919609272
can't,can't,NN,NN,0.28188407642433022,0.28188407642433022,0,1,0,CONTENT,CONTENT,2.959879671437372
travel,travel,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.25924502605365
during,during,IN,IN,0.16666666666666666,0.16666666666666666,0,2,0,,FUNCTION,2.8518337779646052
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.3180490748102596
day,day,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.2407153216792235
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.8374589793622635
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.9795026264457183
agree,agree,VBP,VBP,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.2528031329087184
there,there,EX,EX,0,0,0,1,0,,FUNCTION,2.0781554463283394
nothing,nothing,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,2.1840360826151675
big,big,JJ,JJ,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.080350361339202
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,1.3024352126498588
would,would,MD,MD,0,0,0,1,0,,FUNCTION,2.407518974969108
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.790879273571398
very,very,RB,RB,0.25,0.25,0,2,0,CONTENT,CONTENT,2.8299002693582422
hard,hard,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,3.0747128995548025
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.382922095849136
eat,eat,VBP,VBP,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.160998164725152
animals,animals,NN,NN,0.14285714285714285,0.14285714285714285,0,3,0,CONTENT,CONTENT,2.7167203294983753
in,in,IN,IN,0,0,0,1,0,,FUNCTION,2.7649318698422465
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.070151253026416
desert,desert,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.248281603384566
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.1358185521084234
and,and,CC,CC,0,0,0,1,0,,FUNCTION,3.0757101553191384
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.806962077968163
may,may,MD,MD,0,0,0,1,0,,FUNCTION,2.047158715688251
also,also,RB,RB,0,0,0,2,0,CONTENT,CONTENT,2.928143657825882
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,3.111643020639895
hold,hold,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,2.007918143293826
on,on,IN,IN,0,0,0,1,0,,FUNCTION,3.057414404805761
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.12623159200651
second,second,JJ,JJ,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.0610114772720785
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.5270307885652101
forgot,forgot,NN,NN,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,1.7982633897226212
what,what,WP,WP,0,0,0,1,0,,FUNCTION,3.1639288497979456
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.8487096268219065
was,was,VBD,VBD,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.0034623964513747
thinking,thinking,VBG,VBG,0.125,0.125,0,2,0,CONTENT,CONTENT,3.179400296229011
about,about,IN,IN,0,0,0,2,0,,FUNCTION,2.317817036897592
possibly,possibly,RB,RB,0.125,0.125,0,3,0,CONTENT,CONTENT,1.8011849539804659
it's,it's,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,1.0342984409040519
not,not,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.90637433899846
that,that,IN,IN,0,0,0,1,0,,FUNCTION,3.187235047532682
important,important,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.1687146781393567
because,because,IN,IN,0.14285714285714285,0.14285714285714285,0,2,0,,FUNCTION,2.3861959819744203
the,the,DT,DT,0,0,0,1,0,,FUNCTION,3.035550312192308
area,area,NN,NN,0.25,0.25,0,2,0,CONTENT,CONTENT,0.9577393294792562
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,2.8939629200683212
says,says,VBZ,VBZ,0.25,0.25,0,1,0,CONTENT,CONTENT,2.6453268956749763
it's,is,NN,VBZ,0.25,0,0,1,0,CONTENT,CONTENT,2.975370974558549
flat,flat,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,1.9134985902717656
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.9294256764788074
bairin,barren,NN,NN,0,0.16666666666666666,0,6,0,CONTENT,CONTENT,3.202119404677499
so,so,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.0660666390279157
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.8260178405676712
don't,don't,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.2216644915112926
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,1.425847185027827
to,to,TO,TO,0,0,0,1,0,,FUNCTION,1.6570628328809338
worry,worry,VBP,VBP,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.2334982324845503
about,about,IN,IN,0,0,0,2,0,,FUNCTION,2.9740628075825475
rough,rough,JJ,JJ,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.8583002271835394
terrain,terrain,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.0050235994384824
forklifts,or,NN,CC,0,0,0,2,0,CONTENT,FUNCTION,2.9659240390365977
,cliffs,,NN,-1,0.16666666666666666,0,2,0,,CONTENT,3.1852381430853383
or,or,CC,CC,0,0,0,1,0,,FUNCTION,2.944394948656537
cliffs,cliffs,NN,NN,0.16666666666666666,0.16666666666666666,0,1,0,CONTENT,CONTENT,3.1852381430853383
but,but,CC,CC,0,0,0,1,0,,FUNCTION,2.973111756520023
if,if,IN,IN,0,0,0,1,0,,FUNCTION,1.2913872817051282
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.7719675362558847
have,have,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.532154642235054
room,room,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.9966577112397155
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.2214871993880916
could,could,MD,MD,0,0,0,1,0,,FUNCTION,2.902974063398262
take,take,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.1960672208870244
