Hypothesized Word (H),Reference Word (R),H - POS TAG,R - POS TAG,H - Saliency Score,R - Saliency Score,Sentiment Orientation,H - Num. Phonemes,R - Num. Phonemes,H - Word Type,R - Word Type,R - Importance Score
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,0.6524641762139569
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.7623036785790744
flair,flares,NN,NN,0,0.16666666666666666,0,1,0,CONTENT,CONTENT,3.1894034097144575
flare,flare,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.3219280948873613
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.7218239805669806
agree,agree,VBP,VBP,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.1440696604141234
what,what,WP,WP,0,0,0,1,0,,FUNCTION,2.7354077286279237
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.268906557611778
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.9704572773688076
that,that,IN,IN,0,0,0,1,0,,FUNCTION,2.653828033257624
was,was,VBD,VBD,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.2967717715587477
a,a,DT,DT,0,0,0,1,0,,FUNCTION,3.081482590469078
typo,typo,NN,NN,0.25,0.25,0,4,0,CONTENT,CONTENT,2.8109927458991164
hahaha,hahaha,NN,NN,0.16666666666666666,0.16666666666666666,0,6,0,CONTENT,CONTENT,3.3219280948873613
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.9043073146830145
agree,agree,VBP,VBP,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.7706301657366477
with,with,IN,IN,0,0,0,1,0,,FUNCTION,1.4894546807301403
everything,everything,NN,NN,0.10000000000000001,0.10000000000000001,0,3,0,CONTENT,CONTENT,2.044915095106097
else,else,RB,RB,0.25,0.25,0,1,0,CONTENT,CONTENT,3.0418586245697457
though,though,IN,IN,0,0,0,1,0,,FUNCTION,2.965435649794997
how,how,WRB,WRB,0,0,0,1,0,CONTENT,CONTENT,3.216652271738255
about,about,IN,IN,0,0,0,2,0,,FUNCTION,2.6539463703705852
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.9983201411347014
nintendo,nintendo,NN,NN,0.125,0.125,0,8,0,CONTENT,CONTENT,2.8146755565771935
3ds,3ds,NN,NN,0.33333333333333331,0.33333333333333331,0,3,0,CONTENT,CONTENT,3.077819531114783
first,first,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,1.0189835208012408
aid,aid,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.1502616603173568
kit,kit,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.907556666121224
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.0191147999678005
good,good,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,3.0194945836433082
how,how,WRB,WRB,0,0,0,1,0,CONTENT,CONTENT,3.107418204694709
about,about,IN,IN,0,0,0,2,0,,FUNCTION,2.79690251367999
binoculars,binoculars,NN,NN,0,0,0,4,0,CONTENT,CONTENT,2.97469266233672
how,how,WRB,WRB,0,0,0,1,0,CONTENT,CONTENT,3.216652271738255
about,about,IN,IN,0,0,0,2,0,,FUNCTION,2.9486352085030103
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.608751770704859
motor,motor,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,1.4957917475598683
for,for,IN,IN,0,0,0,1,0,,FUNCTION,2.2303241071313393
the,the,DT,DT,0,0,0,1,0,,FUNCTION,1.4933571582635987
boat,boat,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.935836603970696
so,so,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.9307265487033476
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.2307085131664484
don't,don't,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.9774766820819094
have,have,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.8162448734761147
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.6080488854560677
order,oar,NN,NN,0.20000000000000001,0.33333333333333331,0,2,0,CONTENT,CONTENT,3.1753839732136493
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,3.3219280948873613
row,row,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.198319482391237
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,2.943603881654142
exactly,exactly,RB,RB,0.14285714285714285,0.14285714285714285,0,3,0,CONTENT,CONTENT,3.3219280948873613
now,now,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.0522626251127765
that's,that's,NN,NN,0.16666666666666666,0.16666666666666666,0,1,0,CONTENT,CONTENT,2.760681977496492
a,a,DT,DT,0,0,0,1,0,,FUNCTION,1.899566978428906
good,good,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,2.870358058069287
idea,idea,NN,NN,0.25,0.25,0,2,0,CONTENT,CONTENT,3.18413603873075
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.736706360501064
still,still,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.4547675680233825
don't,don't,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.631267773829217
have,have,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,3.048178119174513
any,any,DT,DT,0.33333333333333331,0.33333333333333331,0,2,0,,FUNCTION,2.5821093028330724
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.779528995740558
though,though,IN,IN,0,0,0,1,0,,FUNCTION,2.8283770423134316
energy,energy,NN,NN,0.16666666666666666,0.16666666666666666,0,3,0,CONTENT,CONTENT,1.0496223108339227
bars,bars,NNS,NNS,0.25,0.25,0,1,0,CONTENT,CONTENT,2.965161396103862
are,are,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.9563061980680154
good,good,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,3.1390777935627128
oxygen,oxygen,NN,NN,0.16666666666666666,0.16666666666666666,0,3,0,CONTENT,CONTENT,2.448145764522964
tanks,tanks,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.7624659422717635
how,how,WRB,WRB,0,0,0,1,0,CONTENT,CONTENT,3.048765948599067
about,about,IN,IN,0,0,0,2,0,,FUNCTION,3.04946312802124
some,some,DT,DT,0,0,0,1,0,,FUNCTION,1.2824974253970396
sort,sort,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.0122362239729403
of,of,IN,IN,0,0,0,1,0,,FUNCTION,1.6011054411676426
vehicle,vehicle,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,2.899771292567099
again,again,RB,RB,0,0,0,2,0,CONTENT,CONTENT,1.7604422130316781
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.9029638418009198
should,should,MD,MD,0,0,0,1,0,,FUNCTION,2.218908030738024
probably,probably,RB,RB,0.125,0.125,0,3,0,CONTENT,CONTENT,2.0091532483226553
get,get,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.2396553405444704
some,some,DT,DT,0,0,0,1,0,,FUNCTION,2.8110260458706833
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.1524993247633715
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.3514722309504289
don't,don't,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.6872028489795423
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.1366716332701565
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.0969751338232459
can,can,MD,MD,0,0,0,1,0,,FUNCTION,1.949092483015177
assume,assume,VB,VB,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.9843380136829163
that,that,IN,IN,0,0,0,1,0,,FUNCTION,2.953092987805964
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.900983773136955
have,have,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,3.098900249731639
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.5475336549647034
spacesuit,spacesuit,NN,NN,0,0,0,2,0,CONTENT,CONTENT,2.921088066254494
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.924114050307162
should,should,MD,MD,0,0,0,1,0,,FUNCTION,3.111655089009832
get,get,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.3219280948873613
spacesuits,spacesuits,NN,NN,0,0,0,2,0,CONTENT,CONTENT,3.3219280948873613
no,no,DT,DT,0,0,0,1,0,,FUNCTION,3.012190176817686
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.6541707559143001
don't,don't,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.7777110145240964
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.064102111290376
is,he's,VBZ,NN,0,0.25,0,1,0,CONTENT,CONTENT,3.062557789577437
okay,okay,NN,NN,0.25,0.25,0,2,0,CONTENT,CONTENT,3.1906242041526043
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.55189668398663
map,map,VB,VB,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.946142764035021
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,2.629109623273499
a,a,DT,DT,0,0,0,1,0,,FUNCTION,1.8097272750184694
good,good,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,2.867403454447194
idea,idea,NN,NN,0.25,0.25,0,2,0,CONTENT,CONTENT,3.18413603873075
so,so,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.6091895349563017
the,the,DT,DT,0,0,0,1,0,,FUNCTION,1.9906749561743515
moon,moon,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.172142822601976
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,1.3063706012543677
either,either,DT,DT,0,0,0,2,0,,FUNCTION,2.1674685703067613
incredibly,incredibly,NN,NN,0.10000000000000001,0.10000000000000001,0,4,0,CONTENT,CONTENT,3.123299109708069
cold,cold,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.162375748408947
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,1.3126547626891871
there,there,EX,EX,0,0,0,1,0,,FUNCTION,1.027846351148043
something,something,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,2.8034883265615056
that,that,IN,IN,0,0,0,1,0,,FUNCTION,1.9786223252397344
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.9156763760570188
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.860668807119979
to,to,TO,TO,0,0,0,1,0,,FUNCTION,0.5610126076091673
protect,protect,VB,VB,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.0835382687992277
us,us,PRP,PRP,0,0,0,1,0,,FUNCTION,1.556249681417971
from,from,IN,IN,0,0,0,1,0,,FUNCTION,3.064034896296991
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.579473280606812
elements,elements,NN,NN,0.125,0.125,0,3,0,CONTENT,CONTENT,3.2522175441797
soil,soil,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.112798890042418
the,to,DT,TO,0,0,0,1,0,,FUNCTION,3.168686307569395
lake,like,NN,IN,0.25,0.25,0,1,0,CONTENT,FUNCTION,3.1291610715800457
yes,yes,RB,RB,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.3219280948873613
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.7517187802756213
light,light,JJ,JJ,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.5834795412188354
side,side,NN,NN,0,0,0,1,0,CONTENT,CONTENT,3.139344996267847
of,of,IN,IN,0,0,0,1,0,,FUNCTION,2.638448593905558
the,the,DT,DT,0,0,0,1,0,,FUNCTION,1.739257597767118
moon,moon,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.9421341597376274
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,3.055001556218515
always,always,RB,RB,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,3.2402232386541647
that,lit,IN,NN,0,0.33333333333333331,0,1,0,,CONTENT,3.0342956086149053
there,there,EX,EX,0,0,0,1,0,,FUNCTION,2.7233462521367846
is,is,VBZ,VBZ,0,0,0,1,0,CONTENT,CONTENT,1.471919188316011
no,no,DT,DT,0,0,0,1,0,,FUNCTION,2.6948595446873655
dark,dark,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,2.9456449590366134
maybe,maybe,RB,RB,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,1.9207742648402542
you,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.2771395995120662
should,should,MD,MD,0,0,0,1,0,,FUNCTION,2.8404784816307975
get,get,VB,VB,0,0,0,1,0,CONTENT,CONTENT,1.3656736157983245
some,some,DT,DT,0,0,0,1,0,,FUNCTION,2.351791915529395
actual,actual,JJ,JJ,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,2.9913703951896538
astronauts,astronauts,NN,NN,0,0,0,3,0,CONTENT,CONTENT,3.231301391947289
kaby,they,NN,PRP,0,0,0,4,0,CONTENT,FUNCTION,2.4738629638622744
,could,,MD,-1,0,0,4,0,,FUNCTION,1.1149679497212328
,be,,VB,-1,0,0,4,0,,CONTENT,1.1648755753278692
lake,like,NN,IN,0.25,0.25,0,1,0,CONTENT,FUNCTION,1.2502810600292276
artur,our,NN,PRP$,0,0,0,5,0,CONTENT,FUNCTION,2.964157009260627
,tour,,NN,-1,0.25,0,5,0,,CONTENT,3.245559095417658
guides,guides,NN,NN,0.16666666666666666,0.16666666666666666,0,1,0,CONTENT,CONTENT,2.860612621875727
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.964436611891475
feel,feel,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.063519009291585
like,like,IN,IN,0.25,0.25,0,1,0,,FUNCTION,3.2155650020466817
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,2.629528480129513
might,might,MD,MD,0,0,0,1,0,,FUNCTION,2.2133384655309842
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.61348315087063
a,a,DT,DT,0,0,0,1,0,,FUNCTION,0.3418437479369417
little,little,JJ,JJ,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,0.7673884110017212
bit,bit,NN,NN,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,2.6420695635197604
late,late,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,3.0701185191380094
for,for,IN,IN,0,0,0,1,0,,FUNCTION,3.2116546157149686
that,that,IN,IN,0,0,0,1,0,,FUNCTION,2.8844339182739125
what,what,WP,WP,0,0,0,1,0,,FUNCTION,3.167812446261667
are,are,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,3.1766746993958113
just,just,RB,RB,0.25,0.25,0,1,0,CONTENT,CONTENT,2.937680755897614
extra,extra,JJ,JJ,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.1836071657872673
extra,extra,JJ,JJ,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.219126845153296
parts,parts,NNS,NNS,0,0,0,1,0,CONTENT,CONTENT,3.2238478959012693
for,for,IN,IN,0,0,0,1,0,,FUNCTION,2.836666003156916
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.640328189457026
vehicle,vehicle,NN,NN,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.2464299245781034
good,good,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,2.736752875413497
point,point,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.144255126304439
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.420101179881412
don't,don't,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.004970101519369
really,really,RB,RB,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,1.741807347825667
know,know,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2324787498017953
how,how,WRB,WRB,0,0,0,1,0,CONTENT,CONTENT,3.0543076311253152
they,they,PRP,PRP,0,0,0,1,0,,FUNCTION,2.979260127785182
work,work,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.20642183117575
do,do,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,1.5217146154183108
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.8909543004916047
have,have,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.031491992637271
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.8855362606395345
down,down,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.1800067641434473
yes,yes,RB,RB,0.33333333333333331,0.33333333333333331,0,1,0,CONTENT,CONTENT,3.190343602922821
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.924927285968389
do,do,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,3.0019928547606556
nvm,nvm,NN,NN,0,0,0,3,0,CONTENT,CONTENT,3.3219280948873613
