Hypothesized Word (H),Reference Word (R),H - POS TAG,R - POS TAG,H - Saliency Score,R - Saliency Score,Sentiment Orientation,H - Num. Phonemes,R - Num. Phonemes,H - Word Type,R - Word Type,R - Importance Score
hazardous,hazardous,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,2.905560555899897
fire,fire,NN,NN,0,0,0,2,0,CONTENT,CONTENT,3.3219280948873613
don't,don't,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.515384095819795
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,1.2862113804977418
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.6082643860863908
fire,fire,NN,NN,0,0,0,2,0,CONTENT,CONTENT,1.464102636706529
on,on,IN,IN,0,0,0,1,0,,FUNCTION,2.1568071957173247
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.6091532579779693
yacht,yacht,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.5648552768878536
would,would,MD,MD,0,0,0,1,0,,FUNCTION,2.9820601192724956
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.171956808988165
hazardous,hazardous,JJ,JJ,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,2.905560555899897
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,1.9509710917729997
so,so,RB,RB,0,0,0,1,0,CONTENT,CONTENT,1.2769664087803645
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.158362762942006
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.799070996470829
get,carry,VB,VB,0,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.2195676449173787
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.607993468833851
lighter,lighter,JJR,JJR,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.186168150389123
or,or,CC,CC,0,0,0,1,0,,FUNCTION,3.2107493529319533
something,something,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,3.1852381430853383
so,so,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.98979892465226
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.8982718196305148
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.193069773446157
the,the,DT,DT,0,0,0,1,0,,FUNCTION,2.6096249447847084
forest,first,NN,JJ,0.16666666666666666,0,1,2,0,CONTENT,CONTENT,3.267518617744109
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.575521792510842
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.183007626964314
the,the,DT,DT,0,0,0,1,0,,FUNCTION,1.356339978296575
force,first,NN,JJ,0.20000000000000001,0,1,1,0,CONTENT,CONTENT,1.210521048367288
thing,thing,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.0214895712703322
should,should,MD,MD,0,0,0,1,0,,FUNCTION,1.9459477715535776
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.6821334961564163
water,water,NN,NN,0.20000000000000001,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.9277149879132853
first,first,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,3.3219280948873613
what,what,WP,WP,0,0,0,1,0,,FUNCTION,1.7506557131753646
do,do,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,1.081114877796621
you,you,PRP,PRP,0,0,0,1,0,,FUNCTION,1.4567186426649323
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.003381769791357
should,should,MD,MD,0,0,0,1,0,,FUNCTION,2.5489169162325256
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.8107257323213006
the,the,DT,DT,0,0,0,1,0,,FUNCTION,1.4695090734496992
next,next,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,3.1454578778921682
thing,thing,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.171359766932423
22,true,CD,JJ,0.5,0.25,1,2,0,,CONTENT,1.979626682543096
,true,,JJ,-1,0.25,1,2,0,,CONTENT,2.502982335444391
to,true,TO,JJ,0,0.25,1,1,0,,CONTENT,3.3219280948873613
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.3219280948873613
i'll,%ADDITION,NN,NN,0.25,0.15024405652862238,0,1,0,CONTENT,CONTENT,2.290920708976754
probably,probably,RB,RB,0.125,0.125,0,3,0,CONTENT,CONTENT,2.6348017992495323
be,bring,VB,VB,0,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.156117021247483
canned,canned,NN,NN,0,0,0,1,0,CONTENT,CONTENT,2.8584911452219726
food,food,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.2604332364687627
or,or,CC,CC,0,0,0,1,0,,FUNCTION,2.972128947700336
something,something,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,3.1852381430853383
then,then,RB,RB,0,0,0,1,0,CONTENT,CONTENT,3.00840256465362
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.8190292193401587
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.903215106042055
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,3.140334395659477
should,should,MD,MD,0,0,0,1,0,,FUNCTION,2.309136815608248
get,carry,VB,VB,0,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.8950193358991023
something,something,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,3.163048145486057
to,to,TO,TO,0,0,0,1,0,,FUNCTION,3.1958837835536333
warm,warm,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.14483576442713
us,us,PRP,PRP,0,0,0,1,0,,FUNCTION,3.1325853116850797
up,up,RP,RP,0,0,0,1,0,,FUNCTION,2.922247643476338
and,then,CC,RB,0,0,0,1,0,,CONTENT,3.027244856495865
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.6420253225699735
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.079967180319083
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,2.855662239404259
fiche,we,NN,PRP,0,0,0,5,0,CONTENT,FUNCTION,3.1893451716878327
you,should,PRP,MD,0,0,0,1,0,,FUNCTION,1.3568319710209653
might,might,MD,MD,0,0,0,1,0,,FUNCTION,2.8485088038878836
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,3.0687185404255097
a,a,DT,DT,0,0,0,1,0,,FUNCTION,2.5672943307120226
plastic,plastic,JJ,JJ,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,2.9446767513964724
sheet,sheet,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.647994922278666
to,to,TO,TO,0,0,0,1,0,,FUNCTION,2.135697266629279
see,save,VB,VB,0,0.25,0,1,0,CONTENT,CONTENT,3.102349643347554
what's,us,NN,PRP,0.16666666666666666,0,0,1,0,CONTENT,FUNCTION,3.1450670779302476
up,from,RP,IN,0,0,0,1,0,,FUNCTION,2.9508333748799065
,rain,,NN,-1,0.25,0,1,0,,CONTENT,2.5183347021004225
to,to,TO,TO,0,0,0,1,0,,FUNCTION,1.717924886385865
save,save,VB,VB,0.25,0.25,0,1,0,CONTENT,CONTENT,3.102349643347554
us,us,PRP,PRP,0,0,0,1,0,,FUNCTION,3.1450670779302476
from,from,IN,IN,0,0,0,1,0,,FUNCTION,2.9508333748799065
rain,rain,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.5183347021004225
what,what,WP,WP,0,0,0,1,0,,FUNCTION,1.9796364827506814
would,would,MD,MD,0,0,0,1,0,,FUNCTION,2.479561045729549
be,be,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.056170003114015
hard,hard,JJ,JJ,0.25,0.25,0,1,0,CONTENT,CONTENT,2.905560555899897
warm,warm,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.147267443024778
clothes,clothes,NNS,NNS,0.14285714285714285,0.14285714285714285,0,1,0,CONTENT,CONTENT,3.1032867113986704
i,what,NN,WP,0,0,0,1,0,CONTENT,FUNCTION,2.917132759303815
do,do,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,3.2147918185767423
,%OMISSION,,NN,-1,0.15700291019476487,0,1,0,,CONTENT,2.566785924410977
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.107418204694709
about,about,IN,IN,0,0,0,2,0,,FUNCTION,3.2206595223035155
hilton,ropes,NN,NNS,0.16666666666666666,0.20000000000000001,0,6,0,CONTENT,CONTENT,3.1601012983296823
,and,,CC,-1,0,0,6,0,,FUNCTION,3.128243772819059
plastic,plastic,JJ,JJ,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.1308646174391757
sheets,sheets,NNS,NNS,0.16666666666666666,0.16666666666666666,0,1,0,CONTENT,CONTENT,2.912831261257914
registering,what,NN,WP,0.090909090909090912,0,0,4,0,CONTENT,FUNCTION,1.1470363007779747
,do,,VBP,-1,0,0,4,0,,CONTENT,2.1336396864277676
,you,,PRP,-1,0,0,4,0,,FUNCTION,2.566785924410977
,think,,VBP,-1,0.20000000000000001,0,4,0,,CONTENT,3.148673416073059
,about,,IN,-1,0,0,4,0,,FUNCTION,2.6586171971254196
results,ropes,NNS,NNS,0.14285714285714285,0.20000000000000001,0,2,0,CONTENT,CONTENT,3.1315008441166854
in,and,IN,CC,0,0,0,1,0,,FUNCTION,3.128243772819059
class,plastic,NN,JJ,0.20000000000000001,0.14285714285714285,0,1,0,CONTENT,CONTENT,3.202119404677499
measuring,where,NN,WRB,0.1111111111111111,0,0,3,0,CONTENT,CONTENT,3.1098111779625923
,should,,MD,-1,0,0,3,0,,FUNCTION,2.6105209594569407
,we,,PRP,-1,0,0,3,0,,FUNCTION,2.9530413163504647
,rank,,NN,-1,0.25,1,3,0,,CONTENT,2.4585338204738645
groups,ropes,NNS,NNS,0.16666666666666666,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.9894989629052935
and,and,CC,CC,0,0,0,1,0,,FUNCTION,3.128243772819059
plastic,plastic,JJ,JJ,0.14285714285714285,0.14285714285714285,0,2,0,CONTENT,CONTENT,3.1308646174391757
sheets,sheets,NNS,NNS,0.16666666666666666,0.16666666666666666,0,1,0,CONTENT,CONTENT,2.912831261257914
and,and,CC,CC,0,0,0,1,0,,FUNCTION,3.085055102756477
ropes,ropes,NNS,NNS,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.202119404677499
wroldsen,ropes,NN,NNS,0,0.20000000000000001,0,8,0,CONTENT,CONTENT,2.7099757257484196
,are,,VBP,-1,0,0,8,0,,CONTENT,2.974736636276224
the,the,DT,DT,0,0,0,1,0,,FUNCTION,1.1541370346268092
next,next,JJ,JJ,0,0,0,1,0,CONTENT,CONTENT,3.196588206438674
andrelton,one,NN,CD,0,0,0,9,0,CONTENT,FUNCTION,3.171359766932423
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.0129090157665575
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,1.217260507452935
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.8842144834498136
definitely,definitely,RB,RB,0.10000000000000001,0.10000000000000001,0,4,0,CONTENT,CONTENT,3.003024539630189
get,get,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.964447841592205
yeah,yeah,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,3.0551929608317074
that's,that's,NN,NN,0.16666666666666666,0.16666666666666666,0,1,0,CONTENT,CONTENT,2.2972195362504197
TRUE,TRUE,NN,NN,0.25,0.25,0,4,0,CONTENT,CONTENT,3.0872731937102307
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.000972544777655
can,can,MD,MD,0,0,0,1,0,,FUNCTION,2.8788555047031523
get,get,VB,VB,0,0,0,1,0,CONTENT,CONTENT,3.033053341826725
an,a,DT,DT,0,0,0,1,0,,FUNCTION,2.3139898316405394
iphone,knife,NN,NN,0,0.20000000000000001,0,6,0,CONTENT,CONTENT,2.861696877809663
whoops,whoops,NN,NN,0.16666666666666666,0.16666666666666666,0,1,0,CONTENT,CONTENT,2.9896498299109586
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,3.2177476931500304
meant,meant,VBD,VBD,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.708031646398929
tonight,knife,NN,NN,0.14285714285714285,0.20000000000000001,0,2,0,CONTENT,CONTENT,2.812566774368468
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,3.026414409104373
meant,meant,VBD,VBD,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.708031646398929
life,knife,NN,NN,0.25,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.812566774368468
nice,knife,JJ,NN,0.25,0.20000000000000001,1,1,0,CONTENT,CONTENT,3.3219280948873613
you,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.7899952328114823
should,should,MD,MD,0,0,0,1,0,,FUNCTION,3.0242730661770247
get,get,VB,VB,0,0,0,1,0,CONTENT,CONTENT,2.922535893150507
fireworks,fireworks,NN,NN,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.255948405409358
if,if,IN,IN,0,0,0,1,0,,FUNCTION,2.6639098037111033
just,just,RB,RB,0.25,0.25,0,1,0,CONTENT,CONTENT,2.634602696255584
indicated,indicate,VBD,VB,0.1111111111111111,0.125,0,4,0,CONTENT,CONTENT,3.225770783246776
,for,,IN,-1,0,0,4,0,,FUNCTION,2.5998631035254327
that,help,IN,VB,0,0.25,0,1,0,,CONTENT,2.8844339182739125
fireworks,fireworks,NN,NN,0.1111111111111111,0.1111111111111111,0,3,0,CONTENT,CONTENT,3.3219280948873613
zaferes,so,NN,RB,0,0,0,7,0,CONTENT,CONTENT,3.0651578334608085
,if,,IN,-1,0,0,7,0,,FUNCTION,3.1430063371362977
,there,,EX,-1,0,0,7,0,,FUNCTION,2.9216638018868033
,is,,VBZ,-1,0,0,7,0,,CONTENT,1.501214554893139
another,another,DT,DT,0.14285714285714285,0.14285714285714285,0,3,0,,FUNCTION,2.4294014847372214
ship,ship,NN,NN,0.25,0.25,0,1,0,CONTENT,CONTENT,2.191923180714383
and,and,CC,CC,0,0,0,1,0,,FUNCTION,2.187865390113876
and,and,CC,CC,0,0,0,1,0,,FUNCTION,1.318346384800023
every,if,DT,IN,0.20000000000000001,0,0,2,0,,FUNCTION,2.729932977939935
issue,we,NN,PRP,0.20000000000000001,0,0,2,0,CONTENT,FUNCTION,2.6373503602158515
,shoot,,VB,-1,0.20000000000000001,0,2,0,,CONTENT,1.884752519586372
before,a,IN,DT,0.16666666666666666,0,0,2,0,,FUNCTION,1.6967919771865507
,firework,,NN,-1,0.125,0,2,0,,CONTENT,2.284409759354911
i,,NN,,0,-1,0,1,0,CONTENT,FUNCTION,2.7378561784825672
would,,MD,,0,-1,0,1,0,,FUNCTION,2.7378561784825672
bend,then,VB,RB,0.25,0,0,1,0,CONTENT,CONTENT,2.7110424428582847
it,it,PRP,PRP,0,0,0,1,0,,FUNCTION,3.0223504569619837
might,might,MD,MD,0,0,0,1,0,,FUNCTION,2.8979924585643007
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,0.7268248382745084
can't,can't,NN,NN,0.28188407642433022,0.28188407642433022,0,1,0,CONTENT,CONTENT,2.031226120589241
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,1.13346336057734
of,of,IN,IN,0,0,0,1,0,,FUNCTION,3.0051056072742908
anything,anything,NN,NN,0.125,0.125,0,3,0,CONTENT,CONTENT,1.4812082661300245
else,else,RB,RB,0.25,0.25,0,1,0,CONTENT,CONTENT,3.114286072501184
right,right,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.150107477752202
now,now,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.2549553174995793
me,me,PRP,PRP,0,0,0,1,0,,FUNCTION,3.0634406685817783
too,too,RB,RB,0,0,0,1,0,CONTENT,CONTENT,2.8621069404917505
but,but,CC,CC,0,0,0,1,0,,FUNCTION,1.933568733129647
i,i,NN,NN,0,0,0,1,0,CONTENT,CONTENT,1.2481107091177857
think,think,VBP,VBP,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,3.057201457823856
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.8639850146902037
really,really,RB,RB,0.16666666666666666,0.16666666666666666,0,2,0,CONTENT,CONTENT,1.4827487531805201
need,need,VBP,VBP,0.25,0.25,0,1,0,CONTENT,CONTENT,2.184882862725239
oxygen,oxygen,NN,NN,0.16666666666666666,0.16666666666666666,0,3,0,CONTENT,CONTENT,1.2339057202396033
tanks,tanks,NN,NN,0.20000000000000001,0.20000000000000001,0,1,0,CONTENT,CONTENT,2.9824321463944683
or,or,CC,CC,0,0,0,1,0,,FUNCTION,2.9030999764814234
something,something,NN,NN,0.1111111111111111,0.1111111111111111,0,2,0,CONTENT,CONTENT,3.1852381430853383
we,we,PRP,PRP,0,0,0,1,0,,FUNCTION,2.8730890412629853
should,should,MD,MD,0,0,0,1,0,,FUNCTION,2.222808399136097
have,have,VBP,VBP,0,0,0,1,0,CONTENT,CONTENT,2.5992086325684496
sufficient,sufficient,JJ,JJ,0.10000000000000001,0.10000000000000001,0,3,0,CONTENT,CONTENT,2.99451623876245
